Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,filename,subject,emotion,priming,true_label,predicted_label,error_count
-4.238220012401555,-1.8487811152257572,-6.21321529767518,-4.6838233685366175,-1.884008752630748,-3.6875044155659,-3.947124990599225,0.5522615834994004,-0.981929152309399,-1.9358321530185447,1.9369860887000288,0.7873276487597846,2.3621538065392005,1.0567200103971608,-3.698587433350725,-2.78903566636647,1.283027496686734,1.3451394153753895,-5.121592810458534,-5.920513287266581,-5.971230504186511,-7.326146298047683,-4.4495459683227,-5.424424127972746,-0.9360620537895706,-4.169811446801386,-6.43609264889064,-6.373306911159071,-3.302367571075989,0.3952871246175322,1.777143290840106,0.5777822874767223,0.7708431835220744,-0.1431959194364976,-2.547904429022714,-1.5253891019087449,-2.750286801170817,-0.9560050716344765,-0.710291360989604,-1.9187574840367092,-4.500443686027103,-4.035522628790715,-0.8266611815377944,-0.7489311461226726,-4.718840649313711,-3.1314086914994794,-0.4911055678661643,1.6039892196245151,-1.3766622505512476,-3.226786430395748,-0.7600379534589111,-2.798954186475337,-0.3315099862708749,1.0279938017284471,1.1610732375922126,0.3577322619654765,-3.2812272321738343,-1.4638801758085311,3.485583964113302,6.459892831145298,4.3952718248897735,5.011438641539771,2.3670446564944947,0.5842080525492995,1.1805396395165235,-1.2855811334065743,0.7181657918180726,0.3865142821128723,-4.399743859831426,-7.352931454671654,-3.566897294481175,-3.850783519334142,-4.299152580245726,-0.4174066365858827,-3.9198274855051785,-1.5514941387881125,-1.058396998166581,-0.4695015482194051,-2.093165387600148,1.7466398327078323,-5.4654213353986885,-1.2656592480466815,-4.706279326998683,-1.97906515127583,-4.051091303294088,-1.30989945911011,-2.200641942423308,-1.653228519705661,-2.4718205953686727,-2.10187750005922,0.1378549308349193,-2.4565486408444377,-4.6871979933396055,-1.167080186372353,1.897471501111776,3.4063298369990767,1.0076689882059358,1.7421641396398488,1.4879152325048224,-0.5816454772364607,-1.1239812455900116,0.1190163462461995,-0.5521866338624682,0.0923164309447556,-0.2378291781167522,-0.295482712827591,0.8073163948806622,-0.0745710437628044,3.462308020101036,0.5688835100981213,-2.7900888588200488,0.0265248217515054,-4.041793407511967,-3.171917808960607,-3.134346075743792,-2.762165710456196,./emotion-fmri-neu/cp020_beta_fear_neutral_c0.nii.gz,20,fear,neutral,neutral,congruent,1
-3.534583683131634,-5.002557186356357,-5.406769419869485,-5.530955699406692,-0.3696145392906039,-0.5821058623971214,-6.52458176678582,-5.966812836400872,1.098277785081016,1.383615877292214,-1.0293598652744689,-3.373786004682417,0.4939538362307563,-1.1940358278993637,1.480195692923933,2.055710642299302,2.0006078338401947,-1.4967608282994305,-4.843893531914076,-5.157454400474336,-0.2824335382857754,0.0531839332187911,-6.64754498297384,-6.027666800414265,4.43224304601814,2.8307019645206406,-2.668444772028585,-2.4528059564471074,2.6900976570979847,2.1375578483327184,-0.7520199526457068,-1.4562088003188065,-6.73140074311051,-6.973287072117853,-3.291450045599884,-2.656962265476192,1.3893232598934124,3.709164687100006,3.1104641233012904,4.202179973033484,5.224284570381593,6.788358164273008,5.5868037996166695,5.969883155316867,1.569834795986585,2.342900185345232,5.696684803950938,7.07071411681378,2.453669428800225,1.6159795802264094,3.84888109264444,3.957532212356264,6.406603820676916,5.502588707033887,5.702024516491059,6.007393476462641,-1.9865477094502124,-3.972104348777224,-1.4125345233845013,-0.6297085095328893,-2.086113220041704,-3.794920935142446,-0.7559225292883176,-4.294766876787068,-1.0210162472143434,-2.392998057779569,-3.171201376434778,-2.617274546758153,-4.068204637066918,-4.29017964882686,1.907545943304236,1.1628379583273658,1.62971490096799,1.720763897741972,1.3963358186116166,1.8861716370015555,0.364148738567037,-0.1860347182767422,1.190749615513636,-0.7843021297343525,-0.5476493753359765,-0.1186900373650317,2.028502727261853,2.998765202110788,-0.7618524325497019,3.328299249344846,1.494716021808728,1.8055256293447832,0.7844220955047218,2.2751241763808943,4.534666464309042,2.13733534241206,0.2925602134133049,1.069404808710238,6.289488404706042,7.773195768333402,4.662458769148976,7.342305345679917,6.077099180024114,6.31616703700403,0.9463987236712584,0.3003333188939841,1.4946341349131345,0.9342725925305988,3.0929359380450325,2.4075856037109182,2.141114340305036,2.224061085515689,6.886565816102854,6.120500899879875,3.125125818466993,7.311232984723568,3.483569514510199,4.646983399638407,5.344455881591623,8.093530151634356,./emotion-fmri-neu/cp020_beta_fear_incongruent_c0.nii.gz,20,fear,incongruent,incongruent,congruent,1
-2.4248424844520837,-3.219624792905353,-2.1639579323759093,-2.8787600619409206,0.1058754906930506,-0.5248535400957589,-2.5502574437447274,-2.5178326492245717,0.0313221425840206,-0.5550210220093533,-2.52340669807197,-1.3054548735353897,-2.327945853691216,-1.1582862942878551,-0.5594599565955896,-1.1257434031565217,-2.477541269690475,-3.9876542915848656,-2.2919510906458034,-2.5255592890827145,0.1565223823903623,-0.2930291740996825,-2.4499632271485527,-2.6446673369239373,-1.948444699692206,-1.8302389260280088,0.3921176496859597,-0.3201709774533662,-1.811877689153731,-3.153418761997518,-2.414005638039806,-2.6748550129668285,-2.983267884119597,-2.895406708112747,-2.076093955003922,-1.46890724363484,-1.031673470112924,-0.6378637599669247,-0.4324212996571637,-0.6475596395478322,-1.4877803775063545,-0.9355644798837583,3.3716521673364235,0.7626542336745817,-1.0402179046573394,-0.873841663753887,1.5325669773962305,1.6902144392676242,2.0433084727797293,1.4065542993691844,1.994249582458664,3.64091454927368,4.395585104081437,5.375725109688324,1.6054607638057068,2.1929328227714584,-2.561549337198429,-1.9717176296814216,-2.1846652105605866,-1.2044524722001315,-2.179711390750793,-2.924963493554337,-1.6607949184967714,-1.7625560108102507,-2.863740815562076,-3.087604462643981,-3.61252847877856,-2.9575276822140206,-2.343855926121628,-2.846903688612352,-1.2093893645695264,-1.9393592018006984,-1.100154287307893,-1.7768823280665311,-0.8626999273435162,-0.6756622929048407,0.5023688134802612,-0.3230198048176705,-2.9407079519559334,-6.316910622900453,-3.3378395541217984,-4.678689759325724,-1.294716598663774,-1.115976537946722,-2.8137640530078456,-2.1239101535680898,-0.664575716940844,-0.490904765657956,-0.6161574695891305,0.4323320298532673,1.6777409695939802,2.274406939504208,0.1821384711036524,0.0644119714722151,1.368881584727327,0.9108149756523454,0.1354774444041484,0.6458517368764503,1.587078354421218,2.78478789838744,0.1304124225075801,0.0067420834258375,0.1219833956489334,-0.0150742651389718,0.3433459224444117,-0.1514140559446055,0.8655362128877955,0.3980326707167325,2.922088384455781,2.299637200744224,0.0491797010308538,1.136180325720966,0.5184100381245182,-0.1637961533410385,0.508399020683599,2.6907258200478195,./emotion-fmri-neu/cp011_beta_fear_congruent_c0.nii.gz,11,fear,congruent,congruent,incongruent,1
-1.4910729082086596,-1.41976264627923,-3.2866001859751184,-3.04103356511692,-0.0025780193001732,-0.6520029506653331,-2.5472486781805914,-3.096877320307748,0.123618466453829,-0.8838188040461081,-1.3462807354868287,-1.5560803926678706,-1.3746088500815987,-1.387929403522288,0.1467511451042401,-1.003374520062994,-1.4652553818592182,-3.1013145967326747,-1.825963895048024,-2.097190997321689,0.3241115123988001,-0.7823803115882296,-3.926387727910901,-3.66046287935102,-3.3585837024059435,-2.524567863247946,1.1088282422036486,0.048834890235718,-0.6207387596438604,-2.6041891196926774,-3.113440119081728,-3.0443292081812268,-2.44690189581936,-2.453147289617392,-1.7169760786134003,-1.0019005606424538,-0.3722302356090491,-1.4485704705216034,-0.2369293415327064,-0.7866938148970098,0.2697531898305759,-0.5408582212795918,4.381823625298249,2.6493037442696954,0.0761036317463269,0.5230325744153034,1.9062738589782888,2.436062345807478,2.081628470392348,2.525032071927941,2.3899337558853766,4.736054581789046,4.146886471453955,5.2856405483264,1.8936329342509304,2.459256819434096,-1.0036500801716646,-0.4003780763059364,-0.1329500831399542,1.047451108950258,-0.3278171879574007,-1.2557336265507184,-0.9465711151117614,-1.2742174076982258,-1.078952443321738,-1.1523940155912622,-1.350700984251199,-0.7994926498257676,-1.2760910449067064,-1.8596429641677896,-1.5854191526337604,-1.2163061722929407,0.2836593799361649,-0.8015285506076703,0.7042992683447821,0.2961405202166077,1.671416283515012,0.6219324250459816,-2.3626527057251616,-4.296199178237647,-2.9002186688929306,-4.36273472373011,-1.519910788733064,-1.4796606714872895,-2.3560658974519777,-1.5334689753633244,-0.45098994212587,-0.973683458210247,-0.4000753343894115,1.1309867678039027,2.488670997317409,2.7293677903490754,0.393458983872007,0.2000348797755867,2.78811061005979,4.397138699580185,0.4909417708913163,0.8885763473393584,2.8497700580071235,3.53461749468758,0.0543757217222455,0.0297805753877499,0.086376449780027,-0.0082087062651498,0.3901593573822108,0.0035366176337591,1.213418475478824,0.2558751012693697,3.056558732399413,3.814506608375073,-0.3776452139117365,1.7421054864510903,0.9178590585587808,-0.2723242839347709,1.3392286891586245,0.481523120237734,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,congruent,incongruent,1
-1.1259987005125245,-2.616513360687455,-0.7812745358571616,-0.5060894710009406,-0.7874453133706815,-0.2910750111868946,-0.4584471653016457,-0.381211711757709,-0.1966194975395203,0.5366576211631883,-0.3359737425800714,0.1646800044786229,0.4582860433378383,0.3732466443825971,0.5253222534551073,0.6979681582046299,-2.8222955194695727,-3.4837033774071084,-0.8937807957550248,-1.2877853212779733,-1.1197732657743913,-1.5470391814063846,-0.3227099989390959,0.3299656679536948,-0.7646296460013107,-0.2033667679482865,0.6302132188989072,-0.3348416469206162,-1.1549996135875786,-2.0777814195953166,-1.56856513570603,-1.7198956465888613,-2.045627017230906,-1.93663780046071,-0.9358714899047242,-0.3941998915713494,-0.5093979134131378,-0.8588778719787064,-0.5989544142817662,-0.5089673842998449,-1.0955983355511605,0.2461982507776111,4.6800025363579385,3.2679614841545157,0.4511373193063984,0.3497671930024318,2.6968744211958344,3.177520005070271,2.314339919784253,1.781777713210697,1.874857620016497,3.4324775973053367,3.0077573146092664,4.864029767770319,1.8054019719276253,2.8604687666076463,-2.014647851324379,-2.6835122223356755,-1.0411280760083823,-0.6658054338217488,-0.4593793478960314,-1.5514392097759933,-0.4121601038332156,-1.4837022614623383,-2.1001839036565024,-1.1300034845238829,-2.2847818433310905,-1.6575422083543023,-2.3464373524447235,-3.54349218465127,-0.460623326632021,-1.0631316299115996,-0.199806969139248,-1.1511756455898818,-0.3912782563059955,0.3937553135217976,0.7878901570380077,0.5476745856356383,-3.0465442572361607,-4.628195443836378,-2.4621175914590543,-3.186634713446112,-0.7650653833867989,-0.3566814557475162,-1.463716193174965,-0.1758002615646177,-0.4957749690693315,0.0815252759819152,-0.4601053559435498,0.3306392589782069,1.7362101211437082,1.640496728620108,-0.0075628950051312,-0.1101240180602529,1.0922701328934976,1.5542011294701763,-0.1590888253477065,0.4458615135702654,1.2252505772320634,2.744915770348045,0.1247355045339808,-0.0295316701917327,0.1318269486742458,-0.1365728937397862,-0.3013562308474523,-0.5655515850267875,1.077838957497112,-0.4923971438212579,2.868011868497665,1.271107285853506,-1.6951895060909592,0.2868008681162102,-0.9961342346395626,-0.4972852599301343,-0.8077698002677605,-6.179676810794987,./emotion-fmri-neu/cp011_beta_anger_neutral_c0.nii.gz,11,anger,neutral,neutral,incongruent,1
-1.1211339597284449,-1.069441272305969,-0.1154299379711154,-0.7354825635249134,-0.2931486116247359,-0.5648513540773679,0.3731814117535406,-0.7324906052152108,-0.809266152930126,-0.3996904675448108,-0.2594995941031308,-0.62004832832407,-0.0705157377074506,-0.2442540059038673,1.0989587689989522,0.3027562645719474,0.4071672867477041,-0.3674677901515089,-0.8598985695810252,-0.9717817169146258,0.2993312510249435,0.6172425506433958,0.3465396812841128,0.0686666498639218,-1.5792077918088907,-2.253798969092885,0.3384840078629671,0.1980024092789843,0.8940369697340611,0.8630814826099745,-0.8336227531768532,-0.5549440998637909,-0.3758907413995027,-0.5479162277508668,-1.2774945500956283,-1.5427307606152556,-0.0631290281945622,-0.2191207008630727,0.5569443410684082,-0.1309676266986614,0.3362068341841275,0.5970144360361987,2.751459916620274,2.143295074842823,2.289333970559978,3.171438486408054,3.189328034879712,2.521195806040005,2.9536000738468893,1.60765194634469,1.8219180053029211,2.035135710250505,4.589975149744559,3.590378538569948,1.692710955086148,1.8228961585566976,-0.6734285720547731,-0.9168443979446304,1.2822868716421971,0.250432367110959,0.2343332315833309,-0.213480062672372,-0.5736318738021741,-0.3161467466621892,-1.0298725342403603,-1.452937978355483,0.5924899106059525,0.4441541754637623,-0.9553973217022304,-1.385296783215341,-1.1832189509349982,-1.000733313337508,-0.7273533956822154,-1.0523020466909914,-0.6800692711541707,-0.9598094114106646,-0.8683260439509971,-1.174860100761862,0.5876140668479561,-0.561541282388077,-0.0015703198975668,-0.5164933198339127,0.9158897835284168,-0.0023389995301763,-0.6568688313052511,-0.5271629398940252,-0.3128901447509042,-0.3922500996836816,-0.5752483787547108,0.149916921445785,0.4206567983042404,0.569209531886585,-0.2477191046252055,-0.0459574196119453,2.207023845671782,2.5325303316565235,1.4942190673165328,0.7937492583083177,1.3139165790071496,2.203770718479152,-0.0814721928216891,-0.0189493275806075,-0.1490363174281648,-0.0774892125201859,-0.4047217575001032,-0.1908877357430654,-1.0453517190449904,0.4971250236168258,3.2510087658779017,2.913631808587608,0.6891948602341261,-1.662568835303778,-0.3849840763564939,-0.5139877906279544,-0.5959799775234396,0.4321257946661781,./emotion-fmri-neu/cp006_beta_disgust_congruent_c0.nii.gz,6,disgust,congruent,congruent,neutral,1
-1.0046202621418006,-1.103148365434005,-0.3405169003065372,-0.2406338449094758,-0.2283315542495812,0.0593827875760737,-0.1901300004558559,-0.2912021071246618,0.237877521445445,0.0465884907514661,7.368007490615451e-05,0.1986289267552599,-0.2249254130324202,0.078469323071712,-0.1384728710964659,0.0713730365978472,-1.0658122782853354,-1.3506717169141131,-0.8655216711475734,-1.2391997580190457,-0.500812086272354,-0.5786269711430158,0.2340030013068309,0.1915514852432213,0.0551510070158368,0.0256334889761889,0.1172292596223443,0.1418776737505505,-0.9508163349086292,-0.593981016516258,-0.9868354980473766,-0.9749576759060132,-0.7767422129933113,-0.773242643445653,0.3950520731919967,0.0990211197117675,-0.3258254212204594,-0.3504914348274497,-0.3358256897114454,-0.1904735914354803,0.3704942929891972,0.1817167654424071,-0.1849442327531535,-0.2841280159335637,-0.8930957916032726,-1.0900038702409494,-0.4485630246587324,-0.2510309897636564,-0.6678270848447043,-0.4742511252682111,-0.4629858257174897,0.2871259316202234,-0.5826169189858436,-0.3744133358386031,-0.1082593924053997,-0.028629749055261,-1.46575823110619,-1.3484682960567789,-0.7709397418663161,-0.6644425148752396,-0.7949466826647215,0.0309785332413087,-1.1477443911895675,-1.221921056384556,0.0563462020227304,0.1222340164092329,-0.5569193885263871,-0.3909895888820293,-1.125446944683445,-1.427015039919142,-0.1186558657811354,-0.2339766659254703,-0.4963152492246305,-0.6051050899198216,-0.2682980363114439,-0.3568487408903683,0.1107689223531105,-0.8551647267312175,-1.5441452513126428,-0.9625138796058564,-1.0569963315781232,-0.8773481071767031,-0.1414152429422971,8.672698896538568e-05,-0.2627016069006593,0.0570374812833591,-0.1976406642376063,0.2772897079733208,-0.0879797744899514,0.0874457168088539,0.0314986483614238,-0.0019329569663203,0.1872654863734387,0.0295454620575927,-0.3233140293411718,-0.6787972857527619,-0.6592759950127753,-0.5288430693942845,-0.1157437564742308,-0.0071498950369068,-0.1607687374877202,-0.1813344187353931,-0.060051836909751,-0.108152964219572,0.2506344552487496,0.1810565115727554,-0.4235715944572319,-0.322827368774564,-1.4775455974206038,-0.4716165101560853,0.051666879532438,0.1126244095162969,-0.202728702744365,0.3742278778881055,1.2336235909891962,-0.4896344710521908,./emotion-fmri-neu/cp016_beta_anger_incongruent_c0.nii.gz,16,anger,incongruent,incongruent,neutral,1
-0.8760793831128794,-1.245680665685903,-0.3700187435925339,-0.4854807575573682,-0.231765574936478,-0.5768582702245946,-0.0505150705701696,-0.0253006456923985,0.1957696006975831,-0.5336812534458333,-0.6007828026222569,-0.0973457215677413,0.1497468793522048,0.4684028174964509,-0.4771175500198772,-0.3398562888161547,-2.6277421927655835,-1.2207612127373009,-1.7161531574405453,-1.2827621916667893,-0.4181886036000365,-0.2463986768889813,0.7959701149385124,0.955342036554593,-0.8380439925389501,-0.2483921102003588,-0.5202636492458652,-0.3686946572209096,-1.5525873515219235,-1.1173962280795646,-0.0579457507967444,0.0174944832401848,-1.3859076274245663,-0.9158088227843116,-0.4996810909161022,-0.6337289424603959,0.0688848458949584,-0.1298807751044998,0.1663096887776136,-0.1045388075250199,0.0999054612088001,0.0328131158267156,1.7512384061193034,1.311426138250006,-0.416064031454363,0.3756370610138869,1.9092571147855413,1.0214485325977487,0.4755791941580586,1.748993575604782,1.2268691868196098,1.9890672207831144,1.4094292059731797,2.0814931524304554,0.925649028345662,1.6014805329687607,-0.6110159344478676,-1.0989990304139794,0.1589135848322456,0.1881548469594322,0.4191954879008807,0.0885378553078455,-0.3973305689549973,-0.1280804761935397,-2.650498812233173,-0.8217539722617354,-0.1431411043390955,-0.7176249727122922,-0.3992664131100641,-1.0372274874376808,-0.864476499025625,-0.4321914998931166,0.0376028537849028,-0.273200482230121,0.1398626692904399,-0.1555675355828827,-1.1688718558601925,-0.8713693740280525,-1.8982245470649235,-0.2591922173684609,-1.0059885227127623,-0.5199104432076096,-0.0784782769167664,-0.6746468702515616,0.0386424398784304,1.02690137924818,0.3439109074027452,0.4334145597345649,0.0525684636843874,1.244324056289541,-0.0266050577873467,1.0186965087614184,-0.2538483434615556,0.0433275236932824,-2.282108974344374,-1.241709917747542,0.0258294435245821,0.2196693309311122,-0.0538480051835359,1.0662239173118415,0.0135781124128836,-0.0013361139989464,-0.0027523145760004,-0.0160819217428464,-0.2465412795530792,-0.3287067996037514,-1.029336520718938,-1.009264863147955,-6.487757465435931,-1.7135301352050505,-0.8371249581455957,-0.9149617993287918,-0.2609968958195455,0.384651802794201,-0.1160142163305974,-4.166947579762182,./emotion-fmri-neu/cp003_beta_disgust_neutral_c0.nii.gz,3,disgust,neutral,neutral,incongruent,1
-0.7048101269743904,-0.6829063276170398,-0.019475995375532,-0.5257382338334564,-0.3421647632833943,-0.7686558565930343,0.4069505504472499,-0.0749243553209417,0.5309698029073817,-0.5988276975718684,-0.0031425767784341,-0.2096466549316052,0.7430280137076418,-0.1948819583708058,0.0108586719466959,-0.1080552633805152,-0.0012014755239759,-0.2569382838233669,-0.5857293409406522,-1.0851786601670597,0.0350983159791233,-0.2177726922707754,-0.1714805567743041,-0.641942417848597,-2.439621395695769,-2.745055741389957,-0.8139266565493496,-0.9837315247621636,0.0465633911365487,0.2298974942367853,-1.277400920012309,-0.7710115929157932,-1.017685700596001,-1.1127481738316638,-1.7353147689007566,-1.469972649237275,0.6113632401344907,0.1444256327479169,0.9555248545317356,0.1503910580818914,1.5738653349489902,0.7282247038674159,2.2149088447342646,1.864818833639476,0.4322905771937118,2.3891191179825357,3.376895889861867,2.662546611258154,1.952809554641397,1.6305510694146357,2.0728124256502825,1.4408884359721943,6.760041750986808,4.929387681819069,2.8289730816112506,2.928468293719635,-0.4210239814991809,-0.4155536805393906,1.5388630207446024,1.081876911336309,0.7686511983054081,-0.3301440214333232,-0.4911839735336683,-0.9590570661116448,-1.996744704461247,-1.840433297218909,-0.8473586357837924,-0.6592119537296779,-0.5763388896082128,-1.0123359635606413,-0.1457739694040538,0.2588778662167882,-0.8190883779123456,-0.3238024123377835,-0.2394871848774946,-0.6048950233595831,-0.4781257139824866,-0.5742537349301019,-0.1745230089761444,-0.5906476229071548,-0.9507687769309978,-1.2006095602347209,0.4652095574976437,-0.4539708564395761,-1.2706573008711282,-1.0521438350613963,-0.1544096554417377,-0.6595522986460939,0.5651211763140366,0.6247623644223617,0.9766200240072238,1.348309820512372,0.0987749627998992,0.0553435729290187,1.471984138363816,1.3236051571346878,0.615573364556479,0.6027665798759941,0.7991855653332663,2.923289200138889,-0.1175281073803172,-0.0306525040215747,-0.1069864647737318,-0.016615549178509,-0.6836345437001646,-0.4356849351559591,-0.798830050104036,0.6174657492696656,0.7479735429422649,0.3361663068244442,-1.2558801482772344,-1.0519916876775972,-0.370631464244712,-0.4872349459026546,-0.4627726597263519,-3.008237929214439,./emotion-fmri-neu/cp006_beta_anger_congruent_c0.nii.gz,6,anger,congruent,congruent,incongruent,1
-0.5770562969495667,-1.6738338740678536,-1.8289061921219172,-1.3281650339697892,-1.5183054150160646,-1.1108964746755472,-1.4619300710133816,-0.9925856026789646,-1.589670458492697,-1.3609071839808593,-0.9972104414585502,-0.0680037057759487,-1.1427708533858691,0.1462895650560043,-2.0975924765590634,-1.5663773768512714,-0.1834200359544349,-1.182547524350679,-0.8177344459902525,-0.6022578471294817,-2.174502887085611,-2.0073407669787944,-2.215306054440872,-1.884467696585748,-5.655459678004905,-4.8704154024718695,-2.9774894724351,-1.901952587284561,-0.1070559626906256,0.8663903401435125,-2.653587517911057,-2.40194082223156,-1.437490396080461,-1.3474596669816994,-1.770781844150101,-0.1263679819408465,-0.2729373972288311,-0.7658161382673149,-0.0674737071429417,-0.5080335272019697,-1.3849134808083068,-1.7543962200207894,4.420704224504561,3.089633755241371,0.1628122161607687,2.051893719901352,3.6518154245964354,3.0358221896163533,3.339329570814934,4.896363814807199,3.5405426908211477,4.2389886775917605,6.7827466421491245,6.555483894853468,3.142825386804799,4.15901226325702,-0.2755256293621668,-1.3032426305550635,2.127164309478018,0.8832819204511657,0.568926806910865,0.6185490219677916,-0.716745330397096,-0.3571221402706466,-3.2693060479096268,-1.4989631190535695,-0.7247456132323471,0.1910520417098522,-0.551267986466288,-1.4603136566259545,0.3793526322439065,-0.1035139653204172,0.313644421700074,0.2431450934678518,0.0385088756820865,0.0148588770002399,1.484862082603888,1.3533796429438103,-0.6577790129720911,-1.6956654131050148,-1.4801926788255264,-2.469253725663941,-1.1012925243473306,-0.6585489863394076,-2.157999609677404,-1.6437714288606795,-0.9162395229481036,-0.943486322177605,-0.5163011946321922,0.6552671685542151,1.3071060361742208,0.350045787985089,-0.0278459674412732,-0.0319710362739617,0.8925346963040168,0.0768439097735888,0.5503353971815378,0.9104310972233728,2.321077172571656,2.032118412090861,-0.0051068902745977,-0.0003010727894115,-0.0012575137806824,-0.0003931199024624,-0.1227484622409907,-0.0978666185577406,-0.1871349073384719,-0.2258167537310918,-0.3860939485487468,0.1236585161249899,0.3659814227686128,2.249487275860182,1.2999204588348363,-0.1236558868816361,-0.127976489887997,-3.151978582102517,./emotion-fmri-neu/cp021_beta_anger_congruent_c0.nii.gz,21,anger,congruent,congruent,incongruent,1
